,L2_Ls_Rs_0,L2_Ls_Rs_1,L2_Re_Rs_0,L2_Re_Rs_1,L2_Le_Ls_0,L2_Le_Ls_1,L2_Rw_Re_0,L2_Rw_Re_1,L2_Lw_Le_0,L2_Lw_Le_1,L2_Rh_Rs_0,L2_Rh_Rs_1,L2_Lh_Ls_0,L2_Lh_Ls_1,L2_Lh_Rh_0,L2_Lh_Rh_1,L2_Rk_Rh_0,L2_Rk_Rh_1,L2_Lk_Lh_0,L2_Lk_Lh_1,L2_Ra_Rk_0,L2_Ra_Rk_1,L2_La_Lk_0,L2_La_Lk_1
182,-0.99842171,0.05616122,0.98399364,0.17820357,-0.94794012,0.31844863,0.98639392,0.16439899,-0.96871324,0.24818273,-0.14032982,-0.99010481,0.0958529,-0.99539551,-0.9974587,-0.07124705,0.63701978,-0.77084746,-0.89852016,-0.43893226,0.65347808,-0.75694544,-0.07272359,-0.99735213
183,-0.99842171,0.05616122,0.98399364,0.17820357,-0.9456866,0.32507977,0.98527146,0.17099753,-0.97061252,0.24064773,-0.14032982,-0.99010481,0.0958529,-0.99539551,-0.9974587,-0.07124705,0.63701978,-0.77084746,-0.89852016,-0.43893226,0.65347808,-0.75694544,-0.07272359,-0.99735213
184,-0.99842171,0.05616122,0.98287219,0.18428854,-0.9456866,0.32507977,0.98661341,0.1630766,-0.97061252,0.24064773,-0.14032982,-0.99010481,0.09950372,-0.99503719,-0.99740624,-0.07197777,0.63701978,-0.77084746,-0.89950816,-0.43690396,0.65347808,-0.75694544,-0.07272359,-0.99735213
185,-0.99842171,0.05616122,0.98287219,0.18428854,-0.94489758,0.32736609,0.98527146,0.17099753,-0.97107169,0.23878812,-0.13650542,-0.99063932,0.09950372,-0.99503719,-0.9974587,-0.07124705,0.63382261,-0.77347844,-0.89950816,-0.43690396,0.65347808,-0.75694544,-0.07272359,-0.99735213
186,-0.99842171,0.05616122,0.98287219,0.18428854,-0.94489758,0.32736609,0.98527146,0.17099753,-0.97107169,0.23878812,-0.13650542,-0.99063932,0.09950372,-0.99503719,-0.9974587,-0.07124705,0.63701978,-0.77084746,-0.89950816,-0.43690396,0.6503412,-0.75964224,-0.07272359,-0.99735213
187,-0.99842171,0.05616122,0.98287219,0.18428854,-0.94489758,0.32736609,0.98503047,0.17238033,-0.97061252,0.24064773,-0.13650542,-0.99063932,0.09950372,-0.99503719,-0.9974587,-0.07124705,0.63701978,-0.77084746,-0.89950816,-0.43690396,0.6503412,-0.75964224,-0.07272359,-0.99735213
188,-0.99842171,0.05616122,0.98260842,0.18568978,-0.94489758,0.32736609,0.98503047,0.17238033,-0.97061252,0.24064773,-0.13650542,-0.99063932,0.09950372,-0.99503719,-0.9974587,-0.07124705,0.6343983,-0.77300633,-0.89950816,-0.43690396,0.65304817,-0.75731637,-0.07272359,-0.99735213
189,-0.99842171,0.05616122,0.98260842,0.18568978,-0.94257856,0.33398453,0.98503047,0.17238033,-0.97246021,0.23306898,-0.13703485,-0.99056623,0.09950372,-0.99503719,-0.99668462,-0.08136201,0.63179112,-0.77513868,-0.89950816,-0.43690396,0.65304817,-0.75731637,-0.07272359,-0.99735213
190,-0.99842171,0.05616122,0.98260842,0.18568978,-0.94257856,0.33398453,0.98616903,0.16574269,-0.97246021,0.23306898,-0.13703485,-0.99056623,0.09950372,-0.99503719,-0.99668462,-0.08136201,0.63179112,-0.77513868,-0.89950816,-0.43690396,0.65304817,-0.75731637,-0.07272359,-0.99735213
191,-0.99842171,0.05616122,0.98260842,0.18568978,-0.94339783,0.3316633,0.98616903,0.16574269,-0.97201846,0.23490446,-0.13703485,-0.99056623,0.09950372,-0.99503719,-0.99668462,-0.08136201,0.63179112,-0.77513868,-0.89950816,-0.43690396,0.65304817,-0.75731637,-0.07272359,-0.99735213
192,-0.99807663,0.06199234,0.98233857,0.18711211,-0.94489758,0.32736609,0.98616903,0.16574269,-0.97246021,0.23306898,-0.13703485,-0.99056623,0.10315052,-0.99466576,-0.9974587,-0.07124705,0.63179112,-0.77513868,-0.8974831,-0.44104884,0.6503412,-0.75964224,-0.07272359,-0.99735213
193,-0.99807663,0.06199234,0.98206244,0.18855599,-0.94257856,0.33398453,0.98616903,0.16574269,-0.97425532,0.22544751,-0.13703485,-0.99056623,0.10315052,-0.99466576,-0.9974587,-0.07124705,0.63179112,-0.77513868,-0.8974831,-0.44104884,0.6503412,-0.75964224,-0.07234876,-0.99737939
194,-0.99807663,0.06199234,0.98206244,0.18855599,-0.94257856,0.33398453,0.98616903,0.16574269,-0.97465979,0.22369241,-0.13703485,-0.99056623,0.10315052,-0.99466576,-0.9974587,-0.07124705,0.63179112,-0.77513868,-0.89544822,-0.44516569,0.6503412,-0.75964224,-0.07234876,-0.99737939
195,-0.99807663,0.06199234,0.98206244,0.18855599,-0.94339783,0.3316633,0.98616903,0.16574269,-0.97425532,0.22544751,-0.13756837,-0.99049227,0.10679317,-0.99428126,-0.99661625,-0.08219515,0.62919823,-0.77724487,-0.89645531,-0.44313416,0.6503412,-0.75964224,-0.07234876,-0.99737939
196,-0.99807663,0.06199234,0.98177985,0.19002191,-0.94257856,0.33398453,0.98616903,0.16574269,-0.97289171,0.23126114,-0.13756837,-0.99049227,0.10679317,-0.99428126,-0.99661625,-0.08219515,0.62919823,-0.77724487,-0.89340383,-0.4492545,0.6503412,-0.75964224,-0.07748653,-0.9969934
197,-0.99807663,0.06199234,0.98177985,0.19002191,-0.94022498,0.34055393,0.98893635,0.14834045,-0.97289171,0.23126114,-0.13756837,-0.99049227,0.10679317,-0.99428126,-0.99661625,-0.08219515,0.63179112,-0.77513868,-0.89340383,-0.4492545,0.6503412,-0.75964224,-0.07748653,-0.9969934
198,-0.99807663,0.06199234,0.98177985,0.19002191,-0.93935732,0.34293997,0.99011384,0.14026613,-0.97107169,0.23878812,-0.13756837,-0.99049227,0.10679317,-0.99428126,-0.99661625,-0.08219515,0.63179112,-0.77513868,-0.89340383,-0.4492545,0.6503412,-0.75964224,-0.07748653,-0.9969934
199,-0.99807663,0.06199234,0.98206244,0.18855599,-0.93935732,0.34293997,0.99276273,0.12009227,-0.96920068,0.2462723,-0.13756837,-0.99049227,0.10679317,-0.99428126,-0.99661625,-0.08219515,0.63179112,-0.77513868,-0.89340383,-0.4492545,0.6503412,-0.75964224,-0.07788767,-0.99696214
200,-0.99767412,0.06816407,0.98260842,0.18568978,-0.93935732,0.34293997,0.99368672,0.11219044,-0.96920068,0.2462723,-0.13756837,-0.99049227,0.10640357,-0.99432303,-0.99661625,-0.08219515,0.63179112,-0.77513868,-0.89340383,-0.4492545,0.6503412,-0.75964224,-0.07788767,-0.99696214
201,-0.99767412,0.06816407,0.98287219,0.18428854,-0.93693894,0.3494931,0.99463548,0.10344209,-0.96920068,0.2462723,-0.13756837,-0.99049227,0.10640357,-0.99432303,-0.99661625,-0.08219515,0.63179112,-0.77513868,-0.89340383,-0.4492545,0.6503412,-0.75964224,-0.07788767,-0.99696214
202,-0.99767412,0.06816407,0.98260842,0.18568978,-0.93693894,0.3494931,0.99542361,0.09556067,-0.96727962,0.25371269,-0.13756837,-0.99049227,0.10640357,-0.99432303,-0.99661625,-0.08219515,0.63179112,-0.77513868,-0.89340383,-0.4492545,0.6503412,-0.75964224,-0.07788767,-0.99696214
203,-0.99807663,0.06199234,0.98296254,0.183806,-0.92949071,0.36884552,0.99454931,0.10426727,-0.96271572,0.27051516,-0.1298438,-0.99153446,0.11406545,-0.99347324,-0.99661625,-0.08219515,0.63179112,-0.77513868,-0.89544822,-0.44516569,0.6503412,-0.75964224,-0.07748653,-0.9969934
204,-0.99807663,0.06199234,0.98277696,0.18479567,-0.92590052,0.37776741,0.9941831,0.10770317,-0.95782629,0.28734789,-0.11821289,-0.99298827,0.12131943,-0.99261352,-0.99668462,-0.08136201,0.63179112,-0.77513868,-0.89442719,-0.4472136,0.65304817,-0.75731637,-0.07748653,-0.9969934
205,-0.99807663,0.06199234,0.98453054,0.17521306,-0.92374211,0.38301502,0.99326314,0.1158807,-0.95260987,0.30419475,-0.11043153,-0.99388373,0.12808746,-0.99176288,-0.9958095,-0.09145189,0.6343983,-0.77300633,-0.89544822,-0.44516569,0.65347808,-0.75694544,-0.06686036,-0.99776234
206,-0.99876776,0.04962821,0.98453054,0.17521306,-0.91475213,0.40401552,0.99254346,0.1218913,-0.94950572,0.31374972,-0.09872173,-0.99511508,0.13626352,-0.99067263,-0.99589321,-0.09053575,0.63756771,-0.77039432,-0.89339198,-0.44927805,0.65347808,-0.75694544,-0.06584663,-0.99782976
207,-0.99904434,0.04370819,0.98360656,0.18032787,-0.91442866,0.40474711,0.99430915,0.10653312,-0.94784116,0.31874305,-0.0791163,-0.99686539,0.15122563,-0.98849927,-0.99589321,-0.09053575,0.6401844,-0.76822128,-0.89647856,-0.44308711,0.65347808,-0.75694544,-0.06049506,-0.9981685
208,-0.9990323,0.04398255,0.98412702,0.17746553,-0.9093079,0.41612395,0.99420705,0.10748184,-0.94784116,0.31874305,-0.05151879,-0.99867203,0.17566397,-0.98445019,-0.99483414,-0.10151369,0.63965553,-0.76866169,-0.8974831,-0.44104884,0.65965223,-0.75157098,-0.0566101,-0.99839636
209,-0.99929762,0.03747366,0.98437807,0.17606762,-0.90906482,0.41665471,0.99478144,0.10202887,-0.94609527,0.32388847,-0.03965133,-0.99921358,0.18694367,-0.98237064,-0.99493719,-0.10049871,0.63701978,-0.77084746,-0.8974831,-0.44104884,0.66233957,-0.74920377,-0.0566101,-0.99839636
210,-0.99951208,0.03123475,0.98412702,0.17746553,-0.90882955,0.41716766,0.99367118,0.11232805,-0.94346014,0.331486,-0.01587102,-0.99987405,0.21152112,-0.97737343,-0.99375945,-0.11154443,0.63701978,-0.77084746,-0.89945109,-0.43702143,0.66806401,-0.74410381,-0.06651901,-0.99778516
211,-0.99982644,0.01863031,0.98386991,0.17888544,-0.90034895,0.43516866,0.99377881,0.11137176,-0.94251482,0.33416435,0.0,0.0,0.22619152,-0.97408285,-0.99148835,-0.13019544,0.63756771,-0.77039432,-0.89945109,-0.43702143,0.67105502,-0.74140756,-0.06142227,-0.99811187
212,-0.99982427,0.0187467,0.98322938,0.18237319,-0.89739851,0.44122093,0.99408579,0.10859761,-0.94154632,0.33688355,0.02798903,-0.99960823,0.25020701,-0.96819236,-0.98994949,-0.14142136,0.63756771,-0.77039432,-0.90041501,-0.43503197,0.6713351,-0.74115395,-0.08261814,-0.99658128
213,-0.99992188,0.01249902,0.98596075,0.16697722,-0.88671994,0.46230698,0.99710398,0.0760503,-0.94702343,0.32116447,0.04012829,-0.99919454,0.26127461,-0.96526451,-0.98848802,-0.15129919,0.64381068,-0.76518482,-0.89842861,-0.4391196,0.67077052,-0.74166496,-0.07310232,-0.99732445
214,-0.99998022,0.00628918,0.98700727,0.1606756,-0.88193167,0.47137727,0.99724522,0.07417526,-0.94003607,0.34107504,0.05213783,-0.9986399,0.26801744,-0.96341406,-0.98693288,-0.1611319,0.64221986,-0.76652048,-0.89741505,-0.44118729,0.68502545,-0.72851913,-0.05810273,-0.99831061
215,0.0,0.0,0.98639392,0.16439899,-0.87701976,0.4804543,0.99724522,0.07417526,-0.9346187,0.35565136,0.0683879,-0.99765881,0.2790258,-0.9602836,-0.98498733,-0.17262665,0.65121355,-0.75889453,-0.90034895,-0.43516866,0.6821238,-0.73123671,-0.04229017,-0.99910537
216,-0.99997972,-0.0063693,0.98678909,0.16201015,-0.87524154,0.48368611,0.9978215,0.06597167,-0.92847669,0.37139068,0.07239022,-0.99737639,0.2790258,-0.9602836,-0.98354717,-0.18065152,0.64459725,-0.76452232,-0.90136584,-0.43305845,0.69021093,-0.72360823,-0.03701166,-0.99931483
217,-0.99981514,-0.01922721,0.98678909,0.16201015,-0.87198379,0.48953476,0.99737639,0.07239022,-0.92118631,0.3891218,0.08836268,-0.99608837,0.29434119,-0.95570041,-0.98321472,-0.18245222,0.65323326,-0.75715673,-0.90424865,-0.42700631,0.68467546,-0.72884807,-0.02127178,-0.99977373
218,-0.99868766,-0.05121475,0.98515693,0.17165613,-0.86350161,0.50434608,0.99715224,0.07541488,-0.91250932,0.4090559,0.10468478,-0.99450545,0.31182217,-0.95014048,-0.97939835,-0.2019378,0.65605658,-0.75471171,-0.90721627,-0.42066453,0.6821238,-0.73123671,-0.02093782,-0.99978078
219,-0.99872061,-0.05056813,0.98470721,0.17421743,-0.86968592,0.49360552,0.99665752,0.08169324,-0.90955917,0.41557445,0.10070008,-0.99491683,0.31182217,-0.95014048,-0.97980406,-0.19996001,0.66162164,-0.74983786,-0.90631318,-0.42260671,0.67646539,-0.73647442,-0.01570487,-0.99987667
220,-0.99797767,-0.06356546,0.98537444,0.1704031,-0.87453203,0.48496776,0.99602489,0.0890754,-0.91117875,0.41201126,0.10910093,-0.99403068,0.32064705,-0.94719875,-0.97735788,-0.21159294,0.66436384,-0.74740932,-0.9093079,-0.41612395,0.67940803,-0.73376067,-0.01612693,-0.99986995
221,-0.99795174,-0.06397127,0.98338218,0.18154748,-0.87970651,0.47551703,0.99527463,0.09709996,-0.91281825,0.40836606,0.12154119,-0.99258639,0.32837752,-0.94454656,-0.97735788,-0.21159294,0.66707947,-0.74498656,-0.91019128,-0.41418817,0.67646539,-0.73647442,-0.00537627,-0.99998555
222,-0.9975232,-0.07033817,0.98386991,0.17888544,-0.8845691,0.46640916,0.99463548,0.10344209,-0.91745686,0.39783528,0.12552974,-0.99208986,0.33610241,-0.94182544,-0.97690002,-0.21369688,0.66923656,-0.74304941,-0.91019128,-0.41418817,0.67375386,-0.73895584,-0.0054347,-0.99998523
223,-0.99709173,-0.07621083,0.98227288,0.18745666,-0.88629993,0.46311168,0.9937864,0.11130408,-0.91578821,0.4016615,0.13402569,-0.99097786,0.34174306,-0.93979342,-0.97780241,-0.20952909,0.66650618,-0.74549951,-0.91019128,-0.41418817,0.67646539,-0.73647442,0.0,0.0
224,-0.99705449,-0.0766965,0.98114827,0.19325648,-0.88787667,0.46008154,0.99358464,0.11309093,-0.91955106,0.39297054,0.13801084,-0.99043072,0.34501758,-0.93859622,-0.97735788,-0.21159294,0.66621335,-0.74576121,-0.91296829,-0.40803052,0.6821238,-0.73123671,0.01092831,-0.99994028
225,-0.99709173,-0.07621083,0.98114827,0.19325648,-0.88956702,0.45680468,0.9937864,0.11130408,-0.92516862,0.37955636,0.15052844,-0.98860568,0.35599533,-0.93448773,-0.97780241,-0.20952909,0.66343448,-0.74823438,-0.91211316,-0.4099385,0.68502545,-0.72851913,0.0054644,-0.99998507
226,-0.99701653,-0.07718838,0.97941359,0.20186387,-0.88956702,0.45680468,0.99358464,0.11309093,-0.92847669,0.37139068,0.16242324,-0.98672118,0.35922723,-0.93325013,-0.97780241,-0.20952909,0.66591627,-0.74602649,-0.91592098,-0.40135863,0.68502545,-0.72851913,0.0054347,-0.99998523
227,-0.99709173,-0.07621083,0.97791152,0.20901926,-0.8960653,0.44392226,0.99337293,0.11493571,-0.9246781,0.38074981,0.1630766,-0.98661341,0.36691337,-0.93025511,-0.97780241,-0.20952909,0.66868898,-0.74354223,-0.91592098,-0.40135863,0.68789487,-0.72581034,0.01081018,-0.99994157
228,-0.99604773,-0.08881954,0.97823413,0.20750421,-0.90255418,0.43057631,0.99252618,0.12203191,-0.92739787,0.37407645,0.17099753,-0.98527146,0.37906693,-0.92536926,-0.97735788,-0.21159294,0.67143408,-0.74106428,-0.91592098,-0.40135863,0.69343344,-0.72052069,0.01081018,-0.99994157
229,-0.99594571,-0.08995639,0.97565023,0.21933222,-0.91036648,0.41380294,0.99227788,0.12403473,-0.92847669,0.37139068,0.18354967,-0.98301044,0.38672668,-0.92219438,-0.97690002,-0.21369688,0.67117559,-0.74129841,-0.91592098,-0.40135863,0.70164674,-0.71252498,0.01081018,-0.99994157
230,-0.99535001,-0.09632419,0.97321579,0.22989349,-0.91957688,0.39291012,0.99201704,0.12610386,-0.9325681,0.3609941,0.19611614,-0.98058068,0.39886241,-0.91701078,-0.97690002,-0.21369688,0.66812537,-0.74404871,-0.91592098,-0.40135863,0.70441307,-0.70979027,0.01081018,-0.99994157
231,-0.99540903,-0.09571241,0.9723873,0.23337295,-0.92554696,0.37863285,0.99062113,0.1366374,-0.93693894,0.3494931,0.19295706,-0.9812072,0.40199006,-0.91564403,-0.97421807,-0.2256084,0.67091332,-0.74153578,-0.91780626,-0.39702855,0.70710678,-0.70710678,0.01621408,-0.99986854
232,-0.99497504,-0.10012327,0.96923077,0.24615385,-0.92673927,0.37570511,0.99077857,0.13549109,-0.9456139,0.32529118,0.19850139,-0.98010061,0.41716766,-0.90882955,-0.97192105,-0.2353072,0.66840923,-0.74379373,-0.91940902,-0.39330275,0.71506594,-0.699057,0.02672842,-0.99964273
233,-0.99418874,-0.10765101,0.96530951,0.26110831,-0.92904262,0.36997272,0.99029398,0.13898863,-0.94718112,0.32069912,0.21037413,-0.97762095,0.42615706,-0.90464919,-0.97368818,-0.22788447,0.67367311,-0.73902946,-0.91940902,-0.39330275,0.71240324,-0.70177035,0.03206906,-0.99948566
234,-0.99497504,-0.10012327,0.96440396,0.26443335,-0.92790422,0.37281866,0.9892496,0.1462369,-0.94420018,0.32937216,0.21208434,-0.97725137,0.43224645,-0.90175552,-0.97134601,-0.23766977,0.67117559,-0.74129841,-0.92124956,-0.38897204,0.72526181,-0.68847317,0.03720826,-0.99930753
235,-0.99447156,-0.10500631,0.96440396,0.26443335,-0.92619839,0.37703651,0.9883717,0.15205718,-0.93958058,0.34232781,0.20895824,-0.97792456,0.44122093,-0.89739851,-0.9707534,-0.2400788,0.676405,-0.73652989,-0.91940902,-0.39330275,0.71758069,-0.69647538,0.03740696,-0.99930011
236,-0.99515809,-0.09828722,0.96296402,0.26962993,-0.92847669,0.37139068,0.9883717,0.15205718,-0.94042545,0.33999997,0.20981566,-0.97774096,0.44122093,-0.89739851,-0.97134601,-0.23766977,0.676405,-0.73652989,-0.91861331,-0.39515768,0.71500667,-0.69911763,0.03720826,-0.99930753
237,-0.99515809,-0.09828722,0.96351791,0.26764386,-0.93015522,0.36716653,0.98978104,0.14259557,-0.94042545,0.33999997,0.21067998,-0.97755509,0.44422472,-0.8959154,-0.96827732,-0.24987802,0.67910925,-0.73403721,-0.92046969,-0.39081395,0.70710678,-0.70710678,0.03720826,-0.99930753
238,-0.99447156,-0.10500631,0.96094161,0.27675118,-0.9295779,0.36862572,0.99011384,0.14026613,-0.943521,0.33131272,0.21961269,-0.97558714,0.45021249,-0.89292145,-0.96827732,-0.24987802,0.676405,-0.73652989,-0.92046969,-0.39081395,0.70443344,-0.70977006,0.03720826,-0.99930753
239,-0.99447156,-0.10500631,0.96122607,0.27576158,-0.93334561,0.35897908,0.98960833,0.14378924,-0.94206441,0.33543203,0.22762937,-0.97374785,0.45616482,-0.88989531,-0.96827732,-0.24987802,0.676405,-0.73652989,-0.92046969,-0.39081395,0.70710678,-0.70710678,0.04229017,-0.99910537
240,-0.99380823,-0.11110899,0.95695841,0.29022509,-0.931708,0.3632082,0.98960833,0.14378924,-0.94142359,0.33722636,0.2295131,-0.97330557,0.46075806,-0.88752578,-0.96827732,-0.24987802,0.67910925,-0.73403721,-0.91967867,-0.39267179,0.70979027,-0.70441307,0.04229017,-0.99910537
241,-0.99310843,-0.11719913,0.95611182,0.29300201,-0.931708,0.3632082,0.99093209,0.13436367,-0.94061664,0.33947067,0.23353354,-0.97234875,0.46684108,-0.88434123,-0.9707534,-0.2400788,0.67910925,-0.73403721,-0.92153789,-0.38828844,0.72062322,-0.69332689,0.04781758,-0.99885609
242,-0.99246523,-0.12252657,0.95676653,0.29085702,-0.92901867,0.37003286,0.9912279,0.13216372,-0.94142359,0.33722636,0.23852474,-0.97113642,0.47432609,-0.88034923,-0.96827732,-0.24987802,0.67662529,-0.73632752,-0.92338358,-0.38387857,0.72609721,-0.68759206,0.04781758,-0.99885609
243,-0.99190121,-0.12701174,0.95461577,0.29784012,-0.92516862,0.37955636,0.99309712,0.11729494,-0.94206441,0.33543203,0.2345016,-0.97211573,0.4804543,-0.87701976,-0.9707534,-0.2400788,0.67930915,-0.73385222,-0.92261361,-0.38572546,0.72884807,-0.68467546,0.04756515,-0.99886814
244,-0.99199791,-0.12625428,0.95380941,0.30041241,-0.92451006,0.38115765,0.99450545,0.10468478,-0.93895351,0.34404404,0.23951535,-0.97089258,0.48628793,-0.87379863,-0.96827732,-0.24987802,0.67950621,-0.73366975,-0.92446161,-0.38127513,0.72901636,-0.68449627,0.04731537,-0.99888
245,-0.9912279,-0.13216372,0.95233772,0.30504568,-0.92451006,0.38115765,0.99481917,0.10166035,-0.93834312,0.34570536,0.24253563,-0.9701425,0.48918062,-0.8721825,-0.96827732,-0.24987802,0.67950621,-0.73366975,-0.92811462,-0.37229457,0.7317979,-0.68152171,0.05201283,-0.99864642
246,-0.99112202,-0.13295539,0.95157054,0.30743048,-0.92567512,0.3783194,0.99503719,0.09950372,-0.93749149,0.3480082,0.24653412,-0.96913411,0.48918062,-0.8721825,-0.96827732,-0.24987802,0.67970051,-0.73348976,-0.92991894,-0.36776455,0.72624397,-0.68743704,0.05147805,-0.99867413
247,-0.9912279,-0.13216372,0.9522552,0.30530319,-0.93008496,0.36734448,0.99510682,0.09880493,-0.94363857,0.33097771,0.24552258,-0.96939087,0.49044034,-0.87147477,-0.96827732,-0.24987802,0.68249069,-0.73089429,-0.93100845,-0.36499763,0.7317979,-0.68152171,0.05147805,-0.99867413
248,-0.99042399,-0.1380591,0.95292578,0.30320366,-0.93112825,0.3646919,0.9945435,0.10432274,-0.94724924,0.32049786,0.24847667,-0.96863788,0.49329758,-0.86986062,-0.96827732,-0.24987802,0.68506367,-0.7284832,-0.93457183,-0.3557745,0.72901636,-0.68449627,0.05147805,-0.99867413
249,-0.9897096,-0.14309054,0.9522552,0.30530319,-0.92847669,0.37139068,0.99379869,0.11119426,-0.95009181,0.31197044,0.24847667,-0.96863788,0.49776247,-0.86731339,-0.96827732,-0.24987802,0.68747603,-0.72620707,-0.9369802,-0.34938245,0.72901636,-0.68449627,0.0566101,-0.99839636
250,-0.9897096,-0.14309054,0.95082211,0.3097375,-0.93112825,0.3646919,0.99379869,0.11119426,-0.95217632,0.30554912,0.2524219,-0.96761727,0.5005911,-0.86568386,-0.96827732,-0.24987802,0.68747603,-0.72620707,-0.93933033,-0.34301389,0.7319908,-0.68131451,0.06205633,-0.99807265
251,-0.9897096,-0.14309054,0.94939471,0.31408547,-0.93273823,0.36055428,0.99388373,0.11043153,-0.95283304,0.30349497,0.25635457,-0.96658281,0.50340379,-0.86405128,-0.96827732,-0.24987802,0.69243103,-0.72148408,-0.94102212,-0.33834503,0.72669818,-0.68695688,0.06205633,-0.99807265
252,-0.99042399,-0.1380591,0.94724924,0.32049786,-0.93473227,0.35535276,0.99396705,0.10967912,-0.95743789,0.28863936,0.25740001,-0.96630494,0.50340379,-0.86405128,-0.96761727,-0.2524219,0.69493893,-0.71906876,-0.94435356,-0.32893214,0.7295372,-0.68394113,0.05632072,-0.99841273
253,-0.9897096,-0.14309054,0.94724924,0.32049786,-0.93664175,0.35028878,0.99362321,0.11275157,-0.95624071,0.29258111,0.25740001,-0.96630494,0.50340379,-0.86405128,-0.96571595,-0.25960106,0.69493893,-0.71906876,-0.94706588,-0.32103928,0.72685441,-0.68679157,0.0566101,-0.99839636
254,-0.98958644,-0.14393985,0.94582214,0.32468521,-0.93847123,0.34535741,0.99353267,0.11354659,-0.95762789,0.28800839,0.25740001,-0.96630494,0.50340379,-0.86405128,-0.96500547,-0.26222975,0.6998301,-0.71430934,-0.94921522,-0.31462752,0.72685441,-0.68679157,0.06173767,-0.99809241
255,-0.98702919,-0.16054089,0.94582214,0.32468521,-0.93541797,0.3535438,0.99334574,0.11517052,-0.96040952,0.27859208,0.26027456,-0.96553465,0.5122783,-0.8588195,-0.96500547,-0.26222975,0.70224711,-0.71193328,-0.95130709,-0.30824475,0.72685441,-0.68679157,0.06173767,-0.99809241
256,-0.98607095,-0.16632522,0.94285938,0.33319091,-0.93541797,0.3535438,0.9931506,0.11684125,-0.96040952,0.27859208,0.26133366,-0.96524853,0.51561039,-0.85682316,-0.96500547,-0.26222975,0.7046727,-0.70953251,-0.95130709,-0.30824475,0.72400234,-0.68979751,0.06720523,-0.99773917
257,-0.98525502,-0.17109219,0.94285938,0.33319091,-0.93783781,0.34707383,0.99238892,0.12314315,-0.95782629,0.28734789,0.26027456,-0.96553465,0.51838557,-0.855147,-0.96500547,-0.26222975,0.70465583,-0.70954927,-0.95285584,-0.30342337,0.72669818,-0.68695688,0.06237829,-0.99805258
258,-0.98508081,-0.17209243,0.94221469,0.33500967,-0.93693894,0.3494931,0.99147891,0.1302673,-0.96180264,0.27374383,0.26916191,-0.96309494,0.52557338,-0.85074827,-0.96427309,-0.26491019,0.70217939,-0.71200008,-0.95334223,-0.3018917,0.7265444,-0.68711951,0.06237829,-0.99805258
259,-0.98490351,-0.17310425,0.94142359,0.33722636,-0.94174191,0.3363364,0.99009673,0.14038685,-0.96180264,0.27374383,0.27693716,-0.96088803,0.52830189,-0.8490566,-0.96427309,-0.26491019,0.697149,-0.71692627,-0.95334223,-0.3018917,0.7317979,-0.68152171,0.06237829,-0.99805258
260,-0.98386991,-0.17888544,0.94061664,0.33947067,-0.94174191,0.3363364,0.98845496,0.15151499,-0.9631963,0.26879897,0.27693716,-0.96088803,0.53271306,-0.84629593,-0.96351791,-0.26764386,0.6996772,-0.71445911,-0.95334223,-0.3018917,0.73160796,-0.6817256,0.06237829,-0.99805258
261,-0.98348147,-0.18100886,0.939178,0.34343076,-0.94326863,0.33203056,0.9871674,0.15968884,-0.96180264,0.27374383,0.28580512,-0.95828776,0.53442073,-0.8452186,-0.96351791,-0.26764386,0.69721861,-0.71685857,-0.95180824,-0.30669377,0.7369241,-0.67597549,0.06790572,-0.99769174
262,-0.98239128,-0.18683515,0.93749149,0.3480082,-0.9456139,0.32529118,0.98735053,0.15855264,-0.96124226,0.27570514,0.28965784,-0.95713026,0.53712022,-0.8435057,-0.96071418,-0.27753965,0.69721861,-0.71685857,-0.95334223,-0.3018917,0.73944048,-0.67322193,0.06790572,-0.99769174
263,-0.98149059,-0.19151036,0.93749149,0.3480082,-0.94326863,0.33203056,0.98639392,0.16439899,-0.96561576,0.25997347,0.29349653,-0.95596014,0.54419111,-0.83896129,-0.96071418,-0.27753965,0.69468243,-0.71931656,-0.95532138,-0.29556905,0.73944048,-0.67322193,0.06755366,-0.99771564
264,-0.98058068,-0.19611614,0.93573623,0.35270058,-0.94242775,0.33440985,0.98271058,0.18514837,-0.96611243,0.25812164,0.29349653,-0.95596014,0.5485738,-0.83610214,-0.96071418,-0.27753965,0.69468243,-0.71931656,-0.95532138,-0.29556905,0.73944048,-0.67322193,0.06755366,-0.99771564
265,-0.97942255,-0.2018204,0.93573623,0.35270058,-0.94480475,0.32763391,0.98271058,0.18514837,-0.96793038,0.25121857,0.28965784,-0.95713026,0.55031336,-0.8349582,-0.95987912,-0.28041412,0.69222518,-0.72168157,-0.95532138,-0.29556905,0.74466397,-0.66743956,0.06237829,-0.99805258
266,-0.97823413,-0.20750421,0.93426159,0.35658839,-0.94634986,0.32314385,0.98295215,0.18386155,-0.96611243,0.25812164,0.29732108,-0.95477755,0.55295097,-0.83321379,-0.95782629,-0.28734789,0.68965517,-0.72413793,-0.95680183,-0.29074089,0.74466397,-0.66743956,0.06755366,-0.99771564
267,-0.97823413,-0.20750421,0.93426159,0.35658839,-0.9494462,0.31392979,0.98165213,0.19068063,-0.96970551,0.24427696,0.29349653,-0.95596014,0.55295097,-0.83321379,-0.95693393,-0.2903058,0.68977732,-0.72402158,-0.95680183,-0.29074089,0.74740932,-0.66436384,0.06755366,-0.99771564
